--- Front number 0 has 5 solutions ---

Coupling,Cohesion,Complxity,Sability,Standard Deviation,Encapsulation,Interfacing

 0.5883404592940354 , 0.37114909957497666 , 0.6608799673985511 , 0.46896690573667166 , 0.2135319523237917 , 0.006684430268903409 , 0.46232167343453223
 0.40002521323265355 , 0.4424864250415059 , 0.03517755666301383 , 0.60481628854128 , 0.40714845957024465 , 0.006433780428791273 , 0.4848178061324515
 0.5779935325212139 , 0.39297404417971127 , 0.3378607156115004 , 0.477622000773565 , 0.2403131738180541 , 0.006668461126148644 , 0.505036875075392
 0.7286015884231618 , 0.2534155401526774 , 0.016143964190719565 , 0.5511272783636614 , 0.18195662600509357 , 0.4526746786423404 , 0.532859580563943
 0.5676514416083235 , 0.4147887884247604 , 0.6841914482917216 , 0.48627305066468396 , 0.23074380964320335 , 0.00967807914529905 , 0.5477321128433275

--- Front number 1 has 13 solutions ---

Coupling,Cohesion,Complxity,Sability,Standard Deviation,Encapsulation,Interfacing

 0.6721528029912489 , 0.2728104273735713 , 0.6609813685173554 , 0.5857153071216964 , 0.1613812258036443 , 0.009786566330398861 , 0.48686506297857823
 0.6491528379678039 , 0.3056129920085793 , 0.6590672266750207 , 0.5986691277710087 , 0.14683361532684044 , 0.009761501539715561 , 0.5509892138929691
 0.356163883204146 , 0.48050427378173366 , 0.9784681990306444 , 0.6198491587148374 , 0.4392211069889566 , 0.006406043928060549 , 0.5592730542267297
 0.44793137310004494 , 0.5238126886347003 , 1.0 , 0.5833194869104716 , 0.3221216114879518 , 0.006473443250811117 , 0.5944592537134481
 0.04976598956171995 , 0.8553474440771918 , 0.019323604025236408 , 0.5935156759153146 , 0.9246920047798295 , 0.5683216973305062 , 0.45225340148422377
 0.018785477153953484 , 0.8821689879992058 , 0.01157877389789215 , 0.6041717487876364 , 0.9263051196061736 , 0.5681397969920757 , 0.5050243588912682
 0.7182012135546176 , 0.27531150661784787 , 0.016356883812388704 , 0.5597803610895749 , 0.19049468274205325 , 0.45255422422853075 , 0.5756432970609124
 0.578462164536366 , 0.4311431569235429 , 0.04600059266006501 , 0.33727604414422285 , 0.2370821150677267 , 0.009665582597308334 , 0.5797404482955603
 0.373235773528784 , 0.49136082626190625 , 0.9802431776638032 , 0.6241420145542675 , 0.47077403740362855 , 0.006398123364804653 , 0.5805348387607197
 0.7267664381742585 , 0.280783895777571 , 0.6626532710769205 , 0.5619429984950949 , 0.18806713962970342 , 0.003768296303302558 , 0.5863360950583607
 0.6176094227476601 , 0.3329308803733241 , 0.6571116209012532 , 0.6094570350682695 , 0.13930829700103345 , 0.01276886105415143 , 0.604391635796736
 0.3692441907328383 , 0.5076409166125679 , 0.9854952737742142 , 0.4756758624056482 , 0.48170377206877263 , 0.006386245976870559 , 0.6124182358024126
 0.613556544658613 , 0.34931394745448696 , 0.6624446185577822 , 0.4603077627161266 , 0.18675447379697035 , 0.009728109171981511 , 0.6364181031672641

--- Front number 2 has 13 solutions ---

Coupling,Cohesion,Complxity,Sability,Standard Deviation,Encapsulation,Interfacing

 0.5147407617002664 , 0.5210433174691476 , 0.03152336786242842 , 0.7105558746493884 , 0.2989536353483007 , 0.006525074073228877 , 0.4560264436418606
 0.4958933936948917 , 0.537348589455614 , 0.9971780415323848 , 0.716990180509814 , 0.29169188069333774 , 0.00651315232145738 , 0.4879911019878025
 0.50393717435815 , 0.5047323396835465 , 0.029956903848052108 , 0.7041193171947031 , 0.28800158142250676 , 0.00653699999684865 , 0.4240505997161751
 0.5057002596029352 , 0.4775346890169774 , 0.029637790768387278 , 0.6933867146831372 , 0.26372985422391954 , 0.006556885812938295 , 0.37073265371133934
 0.5290791371992132 , 0.48297548843745675 , 0.03137092671074837 , 0.695533736065281 , 0.29768790310048965 , 0.006552907721669211 , 0.38139873120753176
 0.7357357172612657 , 0.32453995123591517 , 0.6751806584092128 , 0.26768737147907395 , 0.1686535865997832 , 0.0022223193219826787 , 0.45478610089454896
 0.3766796658095593 , 0.4370527734236769 , 0.027429747444646334 , 0.7576885733972234 , 0.3731627956769926 , 0.006437744632107935 , 0.4741763865711297
 0.11962195975731879 , 0.8367381866600394 , 0.017566319471392026 , 0.7132842234190735 , 0.8726877439860337 , 0.5689044851901671 , 0.49763082855483887
 0.36641938547831726 , 0.4587835834571795 , 0.027638834650519386 , 0.7662451821131335 , 0.4125387227190343 , 0.00642189058859032 , 0.5167346297634314
 0.09479704119768918 , 0.858220811128081 , 0.016167981187260653 , 0.721789765479057 , 0.8811563072233802 , 0.5687586871579312 , 0.5398785890646951
 0.4582184299550612 , 0.5020805740138434 , 0.9951531398470791 , 0.7298520421720698 , 0.2771730065032042 , 0.006489321324706082 , 0.5518868854094795
 0.7918717590469034 , 0.2668619977791292 , 0.6631017284622834 , 0.37349306717643904 , 0.1514804877714217 , 0.4529760617266439 , 0.6431523986787568
 0.4205698062038568 , 0.46683721577232973 , 0.9943182080040146 , 0.7427049116215587 , 0.37190245688835427 , 0.006465506989103767 , 0.6157379968781813

--- Front number 3 has 17 solutions ---

Coupling,Cohesion,Complxity,Sability,Standard Deviation,Encapsulation,Interfacing

 0.5560114227807084 , 0.4339854291485111 , 0.042210036680573944 , 0.5208368554359876 , 0.22843763880446766 , 0.009611481460020844 , 0.28535921044288404
 0.5308499695499698 , 0.45576514156624603 , 0.031052151710210397 , 0.6847961234401783 , 0.2734171037433505 , 0.0065728028207073545 , 0.3280558957164076
 0.04747407430624792 , 0.8446144877064309 , 0.01359340907905881 , 0.7430364218323166 , 0.9113946634881358 , 0.5683944868910876 , 0.4311364819981608
 0.06998360037881987 , 0.8796935031568985 , 0.014770303083943582 , 0.7302913750223414 , 0.8714899950101527 , 0.5686129565350613 , 0.5821068164251479
 0.7375726333120332 , 0.2971972191620602 , 0.67450643113709 , 0.25679059109042424 , 0.18078564251786386 , 0.00375681052486347 , 0.6184069778655858
 0.8773021901956884 , 0.13212645293136205 , 0.6434437105891119 , 0.4491490367297848 , 0.008441035642799048 , 0.9985036849123021 , 0.6820816074413084
 0.7814504641226364 , 0.2887676410756428 , 0.6680528386967886 , 0.3821928467019319 , 0.16002145565268094 , 0.4528554661167199 , 0.6859353339871767
 0.3402159702044222 , 0.5456056971411698 , 0.9799414791404513 , 0.6455913108330051 , 0.48294824006123305 , 0.006358548192862084 , 0.6867695535852
 0.03805335398197912 , 0.9036150733033199 , 0.01224870675649309 , 0.6126921773092382 , 0.9528914955914509 , 0.5709844705654207 , 0.33307919484273685
 0.05111901385032426 , 0.9304087539040492 , 0.02217381760290519 , 0.3160514296561169 , 0.9589334638602176 , 0.00583264863785221 , 0.3858571324758362
 0.7475748568456111 , 0.3051901371007829 , 0.015033609333518496 , 0.5446348053138168 , 0.17098938777349623 , 0.45276505649496995 , 0.7180093788137079
 0.6126676715563404 , 0.4529400677382882 , 0.054143588347608365 , 0.19051001930146272 , 0.2456153267079261 , 0.009648927344489144 , 0.40580976004060443
 0.07227370878305685 , 0.8904261266589714 , 0.014531025257186804 , 0.7345407059523957 , 0.8847910896785274 , 0.5685401164875309 , 0.6032136094071914
 0.4165659988488357 , 0.4831377134374456 , 0.9947112968996428 , 0.7491279772129321 , 0.36464031255730617 , 0.006453606063774224 , 0.6476468152675205
 0.6018654679561706 , 0.43659333945948786 , 0.052578800625904774 , 0.18397293900918288 , 0.23465891993128735 , 0.009661418054505993 , 0.5904074007308877
 0.30893481163521097 , 0.5727044737920484 , 0.9779032506018053 , 0.6563066039059604 , 0.5072224463809119 , 0.006338777867520573 , 0.739840576945288
 0.18214089705013217 , 0.8155654327047582 , 0.004889329091170155 , 0.805669076107979 , 0.7750206856544835 , 0.004563460646980957 , 0.6203685956597922

--- Front number 4 has 2 solutions ---

Coupling,Cohesion,Complxity,Sability,Standard Deviation,Encapsulation,Interfacing

 0.5811846275220833 , 0.4801718904620488 , 0.04633496529911319 , 0.35680101120760843 , 0.2517251227313429 , 0.009628119217317054 , 0.24264258393038873
 0.006398281166176626 , 0.8928932690208958 , 0.004914229082909036 , 0.7621374333480558 , 0.9214736189450676 , 0.568067066266621 , 0.31195948657403516

